detector,n_states,ventana_eval,oos_start,oos_end,n_oos,false_alarm_rate,switching_rate,mean_regime_duration,label_stability,silhouette,log_likelihood,aic,bic,cov_GFC_2008,cov_GFC_2008_lo,cov_GFC_2008_hi,cov_EuroDebt_2011,cov_EuroDebt_2011_lo,cov_EuroDebt_2011_hi,cov_COVID_2020,cov_COVID_2020_lo,cov_COVID_2020_hi,cov_Inflation_2022,cov_Inflation_2022_lo,cov_Inflation_2022_hi,fa_TaperTantrum_2013,fa_Selloff_Q4_2018,leadlag_GFC_2008,leadlag_EuroDebt_2011,leadlag_COVID_2020,leadlag_Inflation_2022
turbulence_mahalanobis,2,1998-06-02→2026-06-12 (n=6987),1998-06-02,2026-06-12,6987,0.8152173913043478,0.08730499499069701,11.435351882160393,0.9997131382673551,0.3446093907017846,,,,0.821917808219178,0.7465753424657534,0.8972602739726028,0.4823529411764706,0.3176470588235294,0.6588235294117647,0.76,0.62,0.96,0.430622009569378,0.3084928229665072,0.5502392344497608,0.12264150943396226,0.30158730158730157,-250.0,-39.0,-15.0,-220.0
