detector,n_states,ventana_eval,oos_start,oos_end,n_oos,false_alarm_rate,switching_rate,mean_regime_duration,label_stability,silhouette,log_likelihood,aic,bic,cov_GFC_2008,cov_GFC_2008_lo,cov_GFC_2008_hi,cov_EuroDebt_2011,cov_EuroDebt_2011_lo,cov_EuroDebt_2011_hi,cov_COVID_2020,cov_COVID_2020_lo,cov_COVID_2020_hi,cov_Inflation_2022,cov_Inflation_2022_lo,cov_Inflation_2022_hi,fa_TaperTantrum_2013,fa_Selloff_Q4_2018,leadlag_GFC_2008,leadlag_EuroDebt_2011,leadlag_COVID_2020,leadlag_Inflation_2022
rule_vix_threshold,2,1998-06-23→2026-06-12 (n=6994),1998-06-23,2026-06-12,6994,0.6973555337904016,0.01315413211323992,75.20430107526882,0.999070499070499,0.5952887591009554,,,,0.9383561643835616,0.8695205479452055,1.0,0.6352941176470588,0.4470588235294118,0.8705882352941177,0.9,0.8,1.0,0.3492822966507177,0.22009569377990432,0.4784688995215311,0.0,0.06349206349206349,-251.0,-39.0,-17.0,-179.0
