detector,n_states,ventana_eval,oos_start,oos_end,n_oos,false_alarm_rate,switching_rate,mean_regime_duration,label_stability,log_likelihood,aic,bic,cov_GFC_2008,cov_EuroDebt_2011,cov_COVID_2020,cov_Inflation_2022,fa_TaperTantrum_2013,fa_Selloff_Q4_2018,leadlag_GFC_2008,leadlag_EuroDebt_2011,leadlag_COVID_2020,leadlag_Inflation_2022
turbulence_mahalanobis,2,1998-06-02→2026-06-12 (n=6987),1998-06-02,2026-06-12,6987,0.8152173913043478,0.08730499499069701,11.435351882160393,0.9997131382673551,,,,0.821917808219178,0.4823529411764706,0.76,0.430622009569378,0.12264150943396226,0.30158730158730157,-250.0,-39.0,-15.0,-220.0
