detector,n_states,ventana_eval,oos_start,oos_end,n_oos,false_alarm_rate,switching_rate,mean_regime_duration,label_stability,log_likelihood,aic,bic,cov_GFC_2008,cov_EuroDebt_2011,cov_COVID_2020,cov_Inflation_2022,fa_TaperTantrum_2013,fa_Selloff_Q4_2018,leadlag_GFC_2008,leadlag_EuroDebt_2011,leadlag_COVID_2020,leadlag_Inflation_2022
hmm_tstudent_4s,4,2012-07-20→2026-06-12 (n=3405),2012-07-20,2026-06-12,3405,0.5188679245283019,0.051982378854625554,19.129213483146067,0.8768371546149324,-11536.339895896039,23390.679791792078,24415.886846803827,,,0.66,0.3317307692307692,0.0,0.03389830508474576,,,-150.0,-172.0
