detector,n_states,ventana_eval,oos_start,oos_end,n_oos,false_alarm_rate,switching_rate,mean_regime_duration,label_stability,log_likelihood,aic,bic,cov_GFC_2008,cov_EuroDebt_2011,cov_COVID_2020,cov_Inflation_2022,fa_TaperTantrum_2013,fa_Selloff_Q4_2018,leadlag_GFC_2008,leadlag_EuroDebt_2011,leadlag_COVID_2020,leadlag_Inflation_2022
garch_t_vol,2,1993-03-23→2026-06-12 (n=8278),1993-03-23,2026-06-12,8278,0.8451424397370343,0.014133848755738102,70.15254237288136,0.9993956973652405,-13285.563253642613,26583.126507285226,26626.5624061665,1.0,0.7411764705882353,0.94,0.8038277511961722,0.11320754716981132,0.873015873015873,-252.0,-42.0,-158.0,-217.0
