detector,n_states,ventana_eval,oos_start,oos_end,n_oos,false_alarm_rate,switching_rate,mean_regime_duration,label_stability,log_likelihood,aic,bic,cov_GFC_2008,cov_EuroDebt_2011,cov_COVID_2020,cov_Inflation_2022,fa_TaperTantrum_2013,fa_Selloff_Q4_2018,leadlag_GFC_2008,leadlag_EuroDebt_2011,leadlag_COVID_2020,leadlag_Inflation_2022
msgarch_regime,2,1991-03-04→2026-06-12 (n=8782),1991-03-04,2026-06-12,8782,0.9494411921234699,0.03120018219084491,31.934545454545454,0.8894064872325742,-13365.45600090871,26750.91200181742,26823.30516661955,0.0,0.11764705882352941,0.2,0.3588516746411483,0.0,0.9365079365079365,,-39.0,-35.0,-220.0
